slot_id,biography_id,biography_traditional
334,274,"曹操的五子（卞氏所生）。由於體弱多病
，沒有參加曹操的葬禮，曹丕派使者前去
責問時，因害怕罪責而自殺了。"
335,562,"沮授之子。官渡之戰後，曹操攻打冀州時
，受袁尚之命守備邯鄲。後來與張遼交戰
，遭到射殺。"
336,100,"袁紹麾下大臣。屢次勸說討伐曹操均不被
採納，還被打入大牢，後來袁紹戰敗，不
但拒絕投降曹操，更千方百計逃跑，最後
曹操只好將其殺之。"
337,370,"黃祖麾下之將，江夏都督。勸說海盜出身
、得不到重用的甘寧另謀出路，後來雖被
孫權軍俘虜，但是被已經歸降孫權的甘寧
救下性命。"
338,371,"孫堅麾下之將。討伐董卓之際，孫堅敗陣
後，他戴上孫堅的頭巾掩人耳目，助當時
被華雄包圍的孫堅順利逃走。"
339,570,"東吳的外交官。前往晉國弔問司馬昭，說
退賈充、裴秀等人的問答，並和羊祜、何
楨交好，但在歸途中病死。"
340,183,"吳將，孫韶的三子。為了救援受到魏軍攻
打的蜀國，隨丁奉前往蜀地，但晚到了一
步。後來昇任為領軍將軍。"
341,287,"孫權的次子（正史中為三子），東吳最後
的皇帝孫皓之父。因其姊全公主的讒言而
被孫權疏遠，後來被孫峻賜死。"
342,214,"吳將，被孫策賜與孫姓。夷陵之戰中折損
了部屬李異、謝旌等人，但當夷陵城被蜀
軍包圍時，以死守等到了陸遜的援救。"
343,609,"吳將，留贊之子。上諫暴虐無道的孫皓，
惹來孫皓大怒，因而遭到處斬。"
344,188,"孫權的六子，東吳第三代皇帝。大將軍孫
綝廢孫亮後，被擁為皇帝，即位後，便和
丁奉一同誅殺孫綝。"
345,372,"孫堅的四子。父親死後逃往江南，因曹操
想與孫策結好，便使他娶了曹操的堂弟曹
仁（正史為曹操之弟）的女兒為妻。"
346,373,"吳將，驃騎將軍。晉軍攻吳時，領一軍赴
夏口守衛，但遭受晉將周旨夜襲時，大驚
「北來諸軍乃飛渡江也？」，被周旨斬於
馬下。"
347,62,"有人認為他是孫子的後裔。討伐黃巾時建
立功勳，成為長沙太守。在討伐董卓聯軍
中擔任先鋒。與袁術、劉表鬥爭，在襄陽
戰死。後來被追諡為武烈帝。"
348,159,"劉備麾下大臣。陶謙死時，曾推薦他輔佐
劉備。劉備流浪時代，他身為參謀、外交
官鼎力相助。劉備入蜀後，其待遇居糜竺
之次。"
349,64,"吳國開國皇帝，孫堅的次子。由於其兄孫
策猝死，而繼任其位。赤壁之戰中，與曹
操的大軍作戰，獲得勝利。２２９年，即
帝位創建吳國。諡號吳大帝。"
350,272,"東吳最後的皇帝，孫和之子。即位前的評
價極高，但即位後卻殘暴異常，終致人心
大失。被晉攻打後投降，封為歸命侯。"
351,63,"孫堅的長子。靠著從袁術處借來的三千人
馬打江山，不久即平定江東一帶，人稱「
小霸王」。但後來打獵時遭到襲擊，傷重
不治，英年早逝。"
352,210,"東吳的前將軍，孫匡之孫。守備夏口，但
因懼怕孫皓的暴虐，因此投向晉國，並被
封為驃騎將軍。當吳國滅亡時，大哭「悠
悠蒼天，此何人哉」。"
353,571,"晉將，只出現在演義中。隸屬於杜預的麾
下，攻打江陵，斬殺了東吳的陸景。"
354,374,"吳將，孫靜的曾孫。被諸葛恪奪去了御林
軍的指揮權，後來與滕胤一起在酒席上誅
殺專橫無度的諸葛恪，因此功績被封為丞
相、大將軍。性格傲慢。"
355,375,"孫桓的堂弟，孫堅從俞家認領來的養子。
迎擊魏軍的時候，與徐盛意見不一致，獨
自發兵致使魏軍混亂，並且得丁奉等人相
助，最後大獲全勝。"
356,538,"孫堅之女，吳夫人所生，又名孫仁。嫁給
劉備，但因孫權和劉備不和，於是返回東
吳。夷陵之戰時，聽聞誤報劉備已經戰死
，遂投江殉命。"
357,572,"袁術的武將。當袁術起兵討伐呂布時，率
領第三軍作戰，但結果大敗。後來曹操來
犯，死守在壽春，被擒後遭處死。"
358,376,"孫堅之弟。兄長攻打劉表前，他勸說因積
怨而發兵實為不妥。孫堅死後，輔佐姪子
孫策。後來守備故鄉會稽。"
359,526,"黃巾黨將士。和韓忠、趙弘共同攻佔宛城
，與朱䊵、劉備等官軍進行交戰，戰敗正
欲逃走時，被劉備射中落馬。"
360,378,"吳臣，孫峻的堂弟。因暗殺滕胤等人而手
握兵權，廢吳帝孫亮，擁立孫休，但中了
受孫休之命的丁奉策略，被滿門抄斬。"
361,286,"孫權的長子。孫權即帝位時，被冊封為太
子。聰明且德高，被寄與厚望，但是年紀
輕輕的就病死了。"
362,573,"晉將，羊祜的部屬。當羊祜要飲用吳國陸
抗贈送的酒時，他曾懷疑那是不是毒酒。"
363,379,"吳將。孫靜的次子，孫權的堂弟（正史為
堂兄）。周瑜以替劉備伐蜀為藉口，欲進
攻荊州時，他奉孫權之命率軍與周瑜會合
。"
364,215,"吳將，孫堅的三子，丹陽太守。如同長兄
孫策般的勇猛，但是脾氣粗暴，酒醉後鞭
打士兵，因此在宴席上被手下暗殺。"
365,216,"孫權的三子（正史中為七子），東吳的第
二代皇帝。聰明伶俐，見孫綝專橫欲殺之
，但未果，於是被廢帝位，降為會稽王。"
366,380,"魏將，在大石山打獵時，打死突然跳到曹
叡面前的老虎，立下大功。擔任曹真、司
馬懿麾下的將軍，在對蜀作戰中表現活躍
。"
367,381,"孫堅的五子，庶子（生母是吳國太）。孫
堅死後，逃往江南。後來成為吳國的定武
中郎將。"
368,574,"魏將。參與鎮壓諸葛誕的叛亂，為了擊破
協助諸葛誕的吳軍，用牛馬載著酒和布放
入敵營，造成了敵軍混亂。"
369,482,"吳將，太史慈之子。父親死後，被接到孫
權府中，後來任東吳的越騎校尉。"
370,22,"吳將。曾受母親之命，解救了北海太守孔
融的危機，後來投靠劉繇，但當劉繇敗給
孫策後，便歸順孫策。最後在跟隨孫權攻
略合淝時戰死。"
371,138,"孟獲之妻祝融夫人之弟。向與蜀漢軍交手
，卻連戰連敗的孟獲推薦木鹿大王、兀突
骨，勸其邀請他們出擊。"
372,560,"魏將。奉司馬懿之命，擔任張郃的副將襲
擊諸葛亮的營地，但反被包圍，讓張郃救
出。後來當諸葛亮和司馬懿比陣時被捉，
以墨塗面釋回。"
373,139,"南蠻禿龍洞的元帥，孟獲之弟孟優的友人
，號稱南蠻第一智者。幫助處於劣勢的孟
獲，用禿龍洞的四眼毒泉與諸葛亮對抗。"
374,230,"吳將。與蜀漢軍的戰鬥中，為了幫助自軍
的李異，箭射張苞的座騎，使張苞落馬。
第二天被關興生擒，在蜀漢營中遭斬首。"
375,290,"劉表麾下之將，蔡瑁的心腹。與蔡瑁一起
投降曹操，被任命為水軍副都督。而由於
周瑜的計策，被懷疑謀反，與蔡瑁一同處
斬。"
376,9,"蜀漢之將。先後為袁紹、公孫瓚效力，後
來追隨劉備。在長阪坡之戰中，單騎殺入
曹操百萬軍中，救出劉備之子阿斗（後來
的劉禪）。蜀漢五虎大將之一。"
377,383,"五斗米道的教祖張魯之弟。曹操攻打漢中
的時候，主張徹底抗戰。後來逃往巴中，
與許褚交手時被殺。"
378,385,"揚州刺史劉繇麾下的武將。孫策興兵來犯
時，誇下海口說可領一軍守住牛渚，但不
敵而敗，後來在秣陵（建業）被孫策麾下
的陳武刺死。"
379,575,"陳武之子。年少時就頗有名聲，和諸葛恪
、顧譚、張休同是孫登的學友。曾隨諸葛
恪討伐山越，表現活躍，但三十四歲便英
年早逝了。"
380,384,"黑山山賊的頭目。曹操打敗袁譚後，率領
十萬大軍投降曹操，因為此項功績，被任
命為平北將軍，受命鎮守北方要害。"
381,386,"韓遂麾下，「旗本八騎」之一。與馬超一
起攻打長安，但是在渭南的混戰中陣亡。"
382,387,"吳臣，中郎將。出任吳蜀同盟的答禮使者
，與鄧芝一起赴蜀國完成了大任，但因讚
美蜀漢的治理惹來孫權不悅，被幽禁。"
383,477,"晉臣，秘書丞。與晉帝司馬炎下棋時，杜
預呈上奏表伐吳，他大表贊同，後來又反
對賈充的消極論，惹來賈充大罵。"
384,388,"黃巾黨。黃巾之亂後，在陶謙的手下作都
尉。奉命護衛曹操之父曹嵩，但見財起了
歹念，於是殺死曹嵩，奪去財寶逃走了。"
385,520,"鉅鹿郡的在野之士。身為太平道教祖向民
眾宣傳教義，趁亂世得到了廣大民眾的支
持，接著便組織黃巾黨反對朝廷，掀起了
黃巾之亂。"
386,391,"魏臣。被夏侯淵推薦為京兆尹，與夏侯淵
一起守備長安。據正史記載，後來歷任雍
州刺史和涼州刺史，施政績效相當不錯。"
387,273,"吳臣，張昭的次子，著名文人。因為與太
子孫登親近，成為右弼。孫登死後，受人
讒言遭降職，最後被勒令自殺。"
388,553,"魏將。隨曹叡在合淝迎擊響應諸葛亮第五
次北伐的吳軍，協助滿寵火攻諸葛瑾的船
隊，順利的打退吳軍。"
389,576,"曹植的近側，知名文人。曹操死後，使者
來問罪曹植為何沒參加葬禮時，他痛批曹
丕而遭到處死。"
390,217,"蜀漢將軍，參加諸葛亮的南征、北伐，表
現活躍，後來在欲救出姜維時戰死。正史
中記載他平定外族，並得到他們的信任，
盡力於治下安定。"
391,389,"袁術麾下之將，都督。袁術稱帝後，被封
為大將軍。統帥二十萬大軍與呂布軍交戰
，但是大敗而回。"
392,577,魏臣，負責任教曹髦，歷職司空、司徒。
393,390,"魏將，名將張遼之子。曾經夜襲祁山的蜀
軍，但是失敗。討伐公孫淵時，在司馬懿
指揮下表現活躍。"
394,101,"吳臣，與張昭一起並稱為「二張」。由周
瑜推薦，以謀士身份加入，隨軍參戰過赤
壁、合淝之戰。臨終前，建議孫權遷都建
業。"
395,25,"魏將，本是袁紹的屬下，但是由於郭圖之
計，身陷絕境，與高覽一起歸順了曹操。
主要活躍於對蜀作戰中，街亭之戰時包圍
馬謖，並大獲全勝。"
396,241,"趙雲的次子，與兄長趙統一起將父親的死
訊報告諸葛亮。被任命為牙門將，守衛父
親陵墓。正史記載此人在姜維的麾下隨軍
出征，死於前線的沓中。"
397,527,"黃巾黨將士。和韓忠、孫仲共同率軍佔據
宛城，與朱䊵等官軍進行交戰，被趕來增
援官軍的孫堅挑落馬下，戰死。"
398,392,"董卓麾下之將，車騎將軍，張繡的叔父，
娶了傾國美女鄒氏為妻。由於軍糧不足，
因此去攻打南陽的劉表，但中了流箭身亡
。"
399,160,"張濟之姪。張濟死後，率軍協助劉表，與
曹操對立，藉由軍師賈詡的妙計，幾次取
勝。後來經賈詡勸說，歸順了曹操，並得
到重用。"
400,630,"魏國的尚書。司馬師得知孫權死亡的消息
後，勸諫司馬師發兵討吳，後來毌丘儉叛
亂，也跟隨司馬師謀定作戰之策。"
401,631,"魏將。鍾會伐蜀時，以士兵的身份參戰，
在攻打漢中之際，射倒突擊鍾會的盧遜，
因此功績而昇任護軍，之後更攻破漢城，
降伏了蔣斌。"
402,102,"孫權麾下大臣，「二張」之一。由周瑜舉
薦，作了孫策的謀士，孫策臨終前留下遺
言：「內事不決問張昭」。"
403,50,"劉璋麾下大臣。為了阻止張魯進攻蜀地，
欲使劉備替代軟弱的劉璋為蜀主，但計劃
敗露，被視為叛臣遭處斬。"
404,393,"蜀漢大臣，侍中。張飛的次子。蜀漢投降
時，與譙周一起將玉璽交給鄧艾。等鍾會
死後，劉禪被送到洛陽，他也隨行，被封
為列侯。"
405,556,"吳將。蜀國的諸葛亮發動第五次北伐時，
奉孫權之命與孫韶一起從廣陵攻打淮陰。"
406,610,"吳臣，大司農。因為勸諫吳帝孫皓的暴政
，遭到處死的大臣之一。"
407,578,"魏官，丁斐之子，曹爽的心腹。為了便於
監視，使司馬懿成為太傅，而使曹爽的權
力大增，後來司馬懿發動政變，將之三族
皆斬於市。"
408,218,"劉璋麾下之將。在落鳳坡射殺了劉備的軍
師龐統，敗戰後被俘，劉備勸降，他卻以
「忠臣不仕二主」加以拒絕，從容就義。"
409,478,"魏臣，黃門侍郎。強烈反對司馬炎逼迫魏
帝曹奐禪讓，因此惹得司馬炎大怒，令手
下士兵將其亂棒打死。"
410,213,"吳臣，東吳最後的丞相。面對晉的大軍仍
然奮戰到底，沈瑩等人提議投降，他回以
「今若君臣皆降，無一人死於國難，不亦
辱乎」，最後死於亂軍之中。"
411,219,"趙雲的長子。將父親趙雲病死的消息，報
告給諸葛亮，隨後也報告劉禪，被任命為
虎賁中郎，與弟弟趙廣一起守衛埋葬父親
的錦屏山。"
412,632,"步騭之子，步闡之兄。２６４年攻打舊蜀
漢的領地，和陸抗、留平、盛曼等人一起
包圍了羅憲守備的巴東。"
413,463,"蜀漢將軍。參加關羽復仇之戰，與吳班、
馮習一起圍攻夷陵城。蜀軍敵不過火攻敗
退之後，他在救援劉備途中，受到吳軍夾
擊，力戰而死。"
414,269,"陳留太守，討伐董卓的第六鎮諸侯。本來
與曹操是好友，可是經陳宮勸說後，背叛
曹操。曾勸呂布攻打兗州，但是失敗了。"
415,65,"桂陽太守。赤壁之戰後，歸降於前來攻打
桂陽的趙雲。原本欲將守寡多年的嫂子樊
氏嫁與趙雲，卻惹得趙雲大怒。"
416,1,"蜀漢五虎大將之一。與劉備、關羽結為異
姓兄弟。在長阪坡之戰中，單槍匹馬在長
阪橋上，喝退曹操百萬大軍的追擊。正史
中記載他字翼德。"
417,395,"吳將，左將軍。受吳帝孫休之命，與丁奉
一起誅殺暴虐的丞相孫綝，後來擁孫皓即
位，但勸諫孫皓的專橫招怒，滿門被斬。"
418,103,"蜀漢將軍，張飛的長子。手持張飛死時留
下的蛇矛，在夷陵之戰中初露鋒芒。關羽
、張飛死後，他與義兄關興成為蜀軍的中
流砥柱。"
419,521,"張角之弟。和張角一起舉兵反對朝廷，發
動黃巾之亂。自稱地公將軍，利用兄長傳
授的妖術指揮叛亂，後被其屬下嚴政殺死
。"
420,483,"東漢的上黨太守。率領反董卓聯盟之第十
五鎮，後來擔任河內太守，赴洛陽營救獻
帝。在曹操與呂布作戰時，欲支援呂布，
卻被屬下楊醜殺死。"
421,202,"蜀漢將軍。原本是劉璋麾下之將，後來投
降劉備，在南征北討中統軍表現活躍。自
車騎將軍夏侯霸死後，與廖化分封其位，
任左車騎將軍。"
422,14,"魏將，曾為呂布的屬下轉戰各地。與關羽
英雄相惜。呂布戰敗身亡後，改投曹操軍
中。守衛合淝之時，僅憑八百士兵就擊退
了十萬吳軍。"
423,522,"張角、張寶之弟。和兄長們一起舉兵反對
朝廷，發動黃巾之亂，自稱人公將軍。張
角死後仍然指揮叛亂，後來敗給官軍，在
曲陽戰死。"
424,396,"關羽麾下大臣，忠節無比之人。任關羽的
參謀，後來隨著敗走的關羽從麥城逃出，
但遇到東吳的伏兵，戰死。"
425,66,"五斗米道的師君（教祖），在漢中郡一帶
形成勢力。與曹操軍對陣時戰敗，但因為
他不燒倉廩府庫，而得到曹操的好評。投
降後被任命為鎮南將軍。"
426,397,"揚州刺史劉繇麾下的部將。與薛禮、張英
一起守衛秣陵（建業），後來被前來攻打
的孫策麾下之將蔣欽射殺。"
427,597,"東吳的中書令。當晉軍迫近，吳帝孫皓正
打算自殺時，他和光祿勳薛瑩上奏不如效
仿劉禪，降晉保命。"
428,579,"魏將。２６３年，參加鍾會與鄧艾率領的
蜀漢討伐軍，在江由大戰蜀軍，並獲得勝
利。"
429,104,"東漢的中牟縣令。與暗殺董卓失敗的曹操
同行，但不滿曹操的無情無義而與之分離
。後來成為呂布的謀士，戰敗後被俘，自
己輕步下樓，引頸就刑。"
430,262,"魏臣。與曹仁一起鎮守南郡，但是敗在諸
葛亮的妙計之下。後來成為尚書，對曹丕
即帝位有所貢獻。明帝曹叡的時代，升任
司徒。"
431,105,"魏臣。制定法令「九品官人（中正）法」
，整頓魏國的任官制度。曹丕死後，他任
鎮軍大將軍，與司馬懿、曹真一起輔佐曹
叡。"
432,299,"徐州的名士，陳登之父。素懷憂國之志，
因此背叛呂布，作了曹操的內應。與兒子
陳登一起算計呂布，對劉備、曹操的勝利
有所貢獻。"
433,398,"魏將，安東將軍。諸葛誕叛亂時，擔任鎮
壓部隊的副先鋒，與呼應諸葛誕的吳軍作
戰，獲得了勝利。司馬炎即位晉王後，封
之為車騎將軍。"
434,580,"東吳的蒼梧太守。２７１年，與虞汜一起
由晉軍手中奪取交趾，並成為交州牧，後
來郭馬叛變，前往救援討伐軍的滕脩。"
435,295,"蜀漢之臣。師事譙周，精通歷史。蜀漢滅
亡後仕官於晉，編撰『三國志』，雖然是
私撰之書，但在陳壽死後列為正史。"
436,581,"東吳的中書郎。孫綝擁立孫休時，與孫楷
一起被派遣至孫休處。到孫皓即位，任職
中書令、司徒。"
437,399,"蜀漢之將。有一說，認為此人是陳壽之父
。在定軍山曾被敵人俘虜，但是與夏侯尚
交換戰俘得以返回。第三次北伐中，追擊
魏軍失敗，被追究戰敗的責任，遭斬首。"
438,242,"劉備麾下大臣，原來是袁紹屬下。劉備寄
身在袁紹軍中之時，將劉備的書信送交給
關羽。劉備成為荊州牧後，請出他擔任從
事。"
439,199,"魏臣，陳群之子，統率軍隊的能力在其父
之上。當司馬氏在朝中專橫，魏帝曹髦死
時，他著喪服入宮以表對魏國的忠義。官
拜尚書令。"
440,220,"陳珪之子。劉備從陶謙手中接掌徐州時，
成為劉備屬下，但劉備敗給曹操後，便投
降曹操，得到太守的地位。"
441,502,"蜀漢之將。劉備在豫州時就成為劉備屬下
，轉戰各地。名聲、地位也僅次於趙雲，
為忠勇之士。劉禪即位後，任永安都督、
征西將軍。此人只在正史中有記載。"
442,582,"蜀漢的鄧芝之子。２６３年，當劉禪受到
鄧艾攻打決定投降時，與譙周、張紹一起
擔任獻降的使者。到了晉朝，被任命為廣
漢太守。"
443,221,"吳將。容貌怪異，黃臉赤目，與劉繇作戰
時投入孫策麾下。赤壁之戰中，以第四位
大將的身份參戰，在濡須被龐德殺死。"
444,252,"袁術麾下之將。攻打徐州時任副將。因不
滿袁術自立為帝，夥同雷薄佔山為寇，後
來襲擊落難的袁術，掠奪其財寶。"
445,400,"著名文人，「建安七子」之一。被袁紹以
記室（書記）錄用，寫過討伐曹操的檄文
。後來被曹操俘虜，曹操惜其才而用之。"
446,106,"曹操麾下的謀士。原名立，夢見自己手持
日暈而改名。由荀彧薦舉為曹操效力，擔
任軍師表現活躍。身材高碩，長八尺三寸
。"
447,523,"黃巾黨將士。率叛軍五萬人攻打幽州，在
大興山腳下與劉備率領的義勇軍交戰，只
一個回合就被初上陣的關羽斬於馬下。"
448,583,"姜維的副將。２６３年，向當時被魏國的
諸葛緒斷了退路，正陷入進退兩難的姜維
進言，姜維聽其言攻打雍州，誘出諸葛緒
而得以退到劍閣。"
449,401,"韓遂麾下的「旗本八騎」之一。與馬超軍
一起攻陷長安，後來在渭南與曹操軍交戰
，和同僚張橫等一同戰死。"
450,532,"并州（演義中則是荊州）刺史。接受何進
請求，率軍進入洛陽。與主張廢少帝的董
卓對立，被養子呂布背叛斬殺。"
451,584,"晉將，令孤愚的食客。把因王淩叛亂而被
開棺曝屍的令孤愚遺體運回安葬。日後鮮
卑犯晉，奉命率軍討伐，平定了西平。"
452,585,"曹爽的心腹之一。曹爽奪取司馬懿之權後
，任職司隸校尉，後來司馬懿叛變，被補
後三族盡誅。"
453,161,"吳將，慣使鐵脊蛇矛。孫氏三代元老，身
經百戰。赤壁之戰中出任副都督協助正都
督周瑜，在長江之上擊敗曹操大軍。"
454,402,"魏臣，程昱之子。與蜀軍作戰時擔任夏侯
楙的參軍，建議夏侯楙以伏兵對付趙雲，
成功的圍困住趙雲。"
455,403,"吳臣。出任使者去與前來為關羽報仇的蜀
軍講和，並將張飛的首級送回，但是劉備
伐吳的意志非常堅定，講和因此失敗。"
456,189,"吳將。初次上陣就打敗魏國名將張遼，多
有活躍表現。誅殺孫綝，成為大將軍。後
來奉命去救援眼見就要滅亡的蜀漢，可惜
為時已晚。"
457,611,"吳將。孫峻死後，被掌握實權的孫綝所殺
害的大臣之一。在正史中，他和孫憲一起
共謀暗殺孫綝，被發覺而遭殺身之禍。"
458,13,"曹操麾下之將，威猛雄壯，綽號「惡來」
，乃取自古代豪傑之名。在宛城遭到張繡
夜襲時，為了掩護曹操脫險，赤手空拳奮
戰而死。"
459,512,"被公孫瓚任命為青州刺史。和劉備一起在
對袁紹作戰中表現活躍。陶謙受到曹操軍
攻擊時，與劉備一起前去救援。此人只出
現在正史裡。"
460,586,"晉臣。在司馬炎採納羊祜的上奏，正準備
發兵討吳時，與賈充、荀勗等人同聲反對
，中止了這項行動。"
461,404,"魏將，田疇的族孫。參與鍾會、鄧艾伐蜀
，因對鄧艾懷有舊怨，趁鍾會之亂時，斬
殺了正被運送回京的鄧艾父子。"
462,405,"袁紹麾下大臣。曹操在尋找熟悉北方地理
的人時，找到他來帶路去烏丸，因此項功
績和追認其對袁氏的忠義，被封為議郎。"
463,107,"袁紹麾下的謀士，荀彧稱其剛直的性格為
其主公所不容。反對與曹操作戰，進言打
持久戰，因而被打入大牢，後來由於逢紀
的讒言，被賜死於大牢之中。"
464,515,"曹操麾下的大臣，典韋之子。受張繡襲擊
，其父典韋戰死，而後被曹操任命為中郎
之職，在其身邊輔佐。"
465,554,"魏將。吳軍響應諸葛亮的第五次北伐北上
後，他奉曹叡之命前去增援襄陽，使陸遜
的計謀以失敗告終，吳軍只好撤走。"
466,231,"吳臣，太常卿。與孫峻合謀，誅殺專橫無
度的諸葛恪，因此功績被封為吳國大司馬
。後來企圖暗殺殘暴無比的孫綝，卻反而
被孫綝所殺。"
467,164,"蜀漢之臣，與諸葛亮、蔣琬、費禕並稱「
四相」。他在朝之時，使宦官黃皓無法為
所欲為。為人謙虛且光明正大，官拜蜀漢
黃門侍郎。"
468,126,"魏將。其才能得到司馬懿的賞識，在對蜀
漢作戰中表現活躍。與鍾會聯手滅了蜀漢
，但兩人卻是互不兩立，最後被擒住押往
洛陽途中，遭到暗殺而死。"
469,612,"東吳的司徒，孫皓之母何氏之弟，孫皓的
叔父。２７９年，司馬炎發兵討伐東吳，
曾被孫皓詢問應對之策。"
470,406,"蜀漢大臣。跟隨諸葛亮參加南征、北伐，
與姜維一起守備劍閣以阻擋魏國的進攻。
蜀漢滅亡後，因為心痛，病發身亡。"
471,67,"徐州牧，參與討伐董卓的諸侯之一。由於
曹操來犯，請求孔融、劉備救援。後來病
倒，懇求劉備治理徐州。"
472,407,"劉璋麾下之將，孟達的外甥。跟隨孟達先
後為劉備、曹丕效力，後來孟達反叛魏國
時，見事不可為，便投降了司馬懿率領的
討伐軍。"
473,587,"文欽之子，文鴦之弟。諸葛誕發起叛亂時
，與父兄一同參戰。當文欽向諸葛誕進諫
言被斬後，和文鴦一起躍過城牆，投降了
魏國。"
474,190,"蜀漢大臣。劉備死後，出任蜀吳結盟的使
者，往返於蜀、吳之間，成功地完成任務
。北伐時與趙雲一起任先鋒統軍，是智勇
兼備的名將。"
475,408,"吳將。諸葛誕發動叛亂反對司馬氏時，被
派遣去增援。戰敗後遭俘虜，於是投降了
魏國，後來在魏國得到重用。"
476,222,"吳將。向孫策介紹了虞翻、華佗。在濡須
口防衛戰中英勇戰鬥，但是由於大風使得
座船傾覆，溺水而死。後來孫權尋得屍體
，才將之厚葬。"
477,633,"魏將。夜襲五丈原的諸葛亮陣營，卻反被
陷於陣中，死於亂軍之下。"
478,394,"吳將。率水軍迎戰晉的進攻，但二萬士兵
在一晚之間全部逃走，未戰先敗。"
479,409,"東漢的將軍，車騎將軍，董貴妃的兄長。
獻帝授與命他誅殺佞臣曹操的玉帶，但圖
謀殺曹操的事被下僕秦慶童發現後密告，
遭處斬。"
480,263,"東漢之臣，官拜正議郎。勸說獻帝、曹操
遷都許昌。曹操即魏公時，執筆撰寫推舉
的奏章。"
481,68,"東漢的并州刺史，應何進召集進宮，乘混
亂掌握權勢。廢少帝、遷都長安，自居太
師之位，暴虐無度，最後被王允、呂布誅
殺。"
482,410,"魏將，鄧艾之子，隨父親在段谷大破姜維
。長城之戰中，曾和姜維戰得不分高下，
後來中了鍾會之計，與父親一起被補遭暗
殺。"
483,588,"孫權麾下的武將，慣使方天畫戟。赤壁之
戰後，孫權攻打合淝時，迎擊來戰孫權的
魏將樂進，卻被李典射死。"
484,142,"南蠻王孟獲麾下之將，第二洞元帥。與阿
會喃等人一起擔任孟獲的援軍參戰，但是
被俘虜，後被諸葛亮釋放。"
485,634,"步騭之子，步協之弟，曾上奏遷都武昌。
２７２年，吳帝召他回京，他自覺有殺身
之惑，因而降晉，後來被陸抗討伐擒獲，
遭到處斬。"
486,411,"董卓之弟。兄長董卓挾獻帝手握大權，自
己因此得到左將軍之位。董卓被呂布倒戈
殺死後，以同罪被斬，梟首示眾。"
487,528,"黃巾黨。擔任程遠志的副將一起攻打幽州
，但只一個回合就被加入幽州義勇軍的張
飛殺死。他是張飛得意兵器蛇矛的第一個
犧牲者。"
488,589,"孫權麾下的武將。赤壁之戰後，隨孫權攻
打合淝。在劉備到甘露寺會見吳國太時，
領兵埋伏被識破，遭到吳國太叱責。"
489,413,"劉備麾下大臣，原本是劉璋的屬下。劉備
軍進攻西川時，建議劉璋向張魯求援。劉
備入蜀後，封他為掌軍中郎將。"
490,191,"晉將。由於喜愛「春秋左氏傳」，時人稱
之為「左傳癖」。於討伐東吳時，任職鎮
南大將軍，以破竹之勢大破吳軍。"
491,590,"趙範麾下之將，桂陽的管軍校尉，慣使飛
叉。赤壁之戰後，敗給前來攻打桂陽郡的
趙雲，和鮑隆一起詐降，被識破後遭斬。"
492,258,"黃巾黨將領。黃巾之亂後，聚眾佔山為王
。本欲奪取關羽的赤兔馬，在得知對方是
關羽後歸順，並將朋友周倉介紹給關羽。"
493,613,"魏將，王允之姪，只出現在正史裡，跟隨
張遼、曹休一同與孫權軍作戰。２５１年
發動政變，但被司馬懿鎮壓，自殺身亡。"
494,419,"韓遂麾下之將，「旗本八騎」之一。馬超
中了賈詡的離間計，來問罪韓遂時，他為
了保護主公韓遂，被馬超一劍砍死。"
495,420,"馬騰的次子。父親馬騰被曹操召去許昌時
隨行，但因為謀反計劃敗露，被曹操捉住
後問斬。"
496,481,"魏臣，博士。奉曹叡之命，監督建造崇華
殿等宮宇。有發明機械、武器的才能。"
497,421,"魏將，天水太守。用姜維妙計擊退了蜀漢
軍，可是，後來姜維中了諸葛亮的之計叛
變，屬下尹賞也打開城門呼應，迫不得已
，只好逃往胡地。"
498,108,"蜀漢的武將，馬良之弟。劉備評其為「不
能委以重任」。南征時出任參謀表現活躍
，但是第一次北伐時違反命令，招致大敗
，被諸葛亮處死。"
499,26,"蜀漢之將。與堂兄馬超一起歸順劉備，領
軍活躍在南征北伐中。諸葛亮死後，剷除
了造反的魏延。官拜蜀漢的平北將軍。"
500,479,"吳將。追擊關羽時，用伏兵將關羽活捉，
立下大功。被賞賜赤兔馬，可是赤兔馬什
麼也不吃，追隨主人關羽而死。"
501,223,"蜀漢將軍。參加南征，與祝融夫人單挑時
敗陣，後來參加北伐，率兵擔任伏兵、疑
兵，表現活躍。官拜奮威將軍。"
502,4,"馬騰的長子，因其武勇及英姿，故有綽號
「錦馬超」。為報殺父之仇，大戰曹操，
率領西涼兵急襲長安，但最後失敗。後來
歸順劉備，成為五虎大將之一。"
503,422,"馬騰的三子。跟隨父親馬騰、兄長馬休一
起去許昌，在與黃奎的謀反計劃敗露後，
逃跑時被魏軍包圍，交戰中陣亡。"
504,27,"東漢的西涼太守，是東漢初期的名將馬援
子孫。曾與董承等人計劃剷除曹操，未果
，後來被曹操召喚進京時再次密謀對策，
但被發覺而遭處斬。"
505,254,"蜀漢之將，負責守護江油城。由於對朝廷
的腐敗感到失望，自知蜀滅國已經避免不
了，便在魏將鄧艾來攻時投降，並引導魏
軍進入成都。"
